id,province,carcolour,hp,gender,age,lic_years,pastclaims,claims,exp_years
67212,NW,White,162,0,23,5,0,0,0.73100616
67213,GP,Red,62,1,41,23,1,0,0.6954141
67214,GP,Silver,68,1,19,0,3,2,1.352498289
67215,GP,Red,110,0,64,45,1,0,0.292950034
67216,WC,Blue,123,1,36,18,1,0,0.917180014
67217,WC,Black,177,0,26,8,1,1,1.697467488
67218,WC,Red,114,0,23,5,3,0,0.87063655
67219,EC,Red,74,0,79,60,4,0,0.484599589
67220,KZN,Red,123,1,29,10,0,0,0.804928131
67221,EC,White,139,1,35,16,1,0,1.916495551
67222,WC,Blue,107,0,71,53,1,0,0.739219713
67223,GP,Red,208,1,49,31,2,0,0.928131417
67224,WC,Green,121,0,30,12,0,0,1.127994524
67225,FS,Green,228,0,52,34,0,0,0.372347707
67226,KZN,White,137,1,79,61,4,0,0.955509925
67227,WC,Black,98,1,47,29,2,0,0.5229295
67228,WC,Silver,200,1,77,59,2,0,0.501026694
67229,KZN,Red,169,1,19,0,1,1,1.448323066
67230,GP,Yellow,86,0,29,11,0,0,0.517453799
67231,KZN,Red,144,1,85,67,0,0,0.514715948
67232,GP,White,225,1,21,3,1,0,0.785763176
67233,KZN,White,218,1,44,26,0,0,0.563997262
67234,KZN,White,89,1,26,8,1,0,0.607802875
67235,GP,Red,316,0,74,55,0,0,0.624229979
67236,NW,White,260,0,46,27,2,0,0.889801506
67237,KZN,White,82,1,67,49,2,0,0.435318275
67238,EC,White,44,0,45,25,1,0,1.511293634
67239,KZN,Silver,283,1,31,13,1,0,0.583162218
67240,FS,Silver,120,1,55,36,5,1,0.958247775
67241,GP,White,57,1,22,4,1,0,0.6954141
67242,GP,Black,87,1,18,0,4,0,0.531143053
67243,KZN,White,46,1,24,5,0,0,0.361396304
67244,KZN,Silver,96,0,81,63,1,0,1.171800137
67245,KZN,White,100,0,27,9,3,0,1.11430527
67246,KZN,Blue,204,0,40,22,0,0,0.536618754
67247,WC,Blue,83,0,71,52,1,0,0.859685147
67249,WC,Red,115,0,41,22,1,1,1.193702943
67250,WC,White,249,0,31,13,1,0,0.635181383
67251,NW,White,165,0,59,41,0,0,0.574948665
67252,EC,Red,98,0,87,68,1,0,0.673511294
67253,KZN,White,90,1,18,0,1,0,0.76659822
67254,GP,Green,62,1,41,23,1,0,0.553045859
67255,FS,Silver,41,1,42,24,1,0,0.544832307
67256,FS,Green,257,1,78,59,1,0,0.476386037
67257,FS,Blue,128,0,54,36,0,0,0.547570157
67258,GP,White,139,1,37,18,0,0,0.577686516
67259,EC,Red,101,1,49,31,0,0,1.248459959
67260,EC,Red,157,0,80,62,0,0,0.670773443
67261,MP,Black,119,1,84,65,2,0,0.958247775
67262,KZN,White,226,0,24,6,1,0,1.103353867
67263,GP,White,85,1,31,13,1,0,0.550308008
67264,WC,White,95,1,84,66,1,0,0.290212183
67265,WC,Black,251,0,41,23,0,1,0.788501027
67266,GP,Red,214,0,74,56,4,0,0.281998631
67267,GP,White,152,0,66,48,2,0,1.568788501
67268,GP,Black,66,1,37,18,1,0,1.204654346
67269,GP,White,110,0,71,53,0,0,0.725530459
67270,WC,Blue,205,0,22,3,0,0,0.583162218
67271,NW,Silver,196,0,62,44,0,0,0.692676249
67272,EC,Red,72,1,63,44,4,0,0.65982204
67273,WC,Silver,135,1,22,4,1,0,1.108829569
67274,GP,Silver,113,0,23,5,1,0,1.237508556
67275,WC,White,89,0,64,45,1,0,0.780287474
67276,WC,White,107,1,52,33,1,0,0.673511294
67277,FS,White,154,0,67,48,1,0,1.256673511
67278,WC,Silver,223,0,86,66,1,2,0.366872005
67279,EC,Yellow,68,0,36,17,1,0,0.651608487
67280,NW,White,66,1,20,2,0,0,0.34770705
67281,MP,Black,67,1,34,15,1,0,0.851471595
67282,NW,Red,231,0,65,46,3,0,0.350444901
67283,WC,White,136,1,23,5,0,3,1.661875428
67284,FS,Red,153,1,36,17,3,0,0.594113621
67285,KZN,White,60,0,21,3,1,0,0.887063655
67286,GP,White,167,0,23,5,1,0,0.687200548
67287,WC,Red,143,0,48,30,1,0,0.62696783
67288,GP,White,110,1,26,8,0,0,0.366872005
67289,WC,Silver,87,1,66,48,1,0,0.249144422
67290,WC,Red,239,1,33,15,1,1,1.952087611
67291,FS,Black,131,0,61,43,1,0,0.229979466
67292,EC,White,113,1,36,17,2,0,1.341546886
67294,WC,Blue,174,0,21,3,4,1,1.470225873
67295,NW,White,71,0,31,12,1,0,0.621492129
67296,MP,Yellow,120,1,59,41,2,0,0.435318275
67297,EC,Silver,146,1,35,17,1,1,0.624229979
67299,WC,White,94,1,41,22,0,0,0.900752909
67300,WC,White,90,0,72,52,1,0,1.905544148
67301,KZN,White,61,1,30,11,5,1,1.106091718
67302,NW,Green,159,1,77,59,2,0,0.637919233
67303,GP,Silver,145,0,52,34,1,0,0.810403833
67304,LIM,Silver,71,0,53,34,1,0,0.320328542
67305,GP,White,108,0,78,60,0,0,0.509240246
67306,GP,White,136,0,46,28,1,0,1.284052019
67307,NW,White,114,0,37,18,1,0,0.884325804
67308,FS,White,118,1,21,3,1,0,0.509240246
67309,WC,White,105,0,34,16,0,0,1.034907598
67310,GP,Silver,62,1,52,34,1,0,0.963723477
67311,NW,White,103,1,42,24,0,0,0.284736482
67312,WC,Black,46,1,52,33,0,0,0.689938398
67313,WC,White,161,1,28,8,0,0,0.596851472
67314,EC,White,105,0,42,24,1,0,0.670773443
67315,FS,Black,175,0,64,45,1,0,0.747433265
67316,GP,White,41,0,86,68,0,0,0.479123888
67317,NW,Green,115,1,23,5,1,1,0.90349076
67318,GP,White,93,1,37,19,0,0,0.511978097
67319,MP,White,155,0,61,42,1,0,0.670773443
67320,WC,Black,55,0,23,4,1,0,1.004791239
67321,MP,White,90,1,56,38,0,0,0.982888433
67322,EC,White,74,0,58,39,1,0,0.262833676
67323,KZN,White,105,1,28,9,0,0,1.196440794
67324,NW,White,176,0,26,8,1,0,0.350444901
67325,WC,Red,51,1,40,22,1,0,1.429158111
67326,EC,Black,170,1,78,59,4,0,0.985626283
67327,EC,White,87,0,29,11,1,0,0.906228611
67328,GP,Black,94,1,79,60,1,0,0.303901437
67329,KZN,White,118,1,23,5,1,0,0.657084189
67330,WC,White,87,0,71,53,1,0,0.878850103
67331,WC,Red,52,0,48,30,1,0,0.325804244
67332,WC,White,137,0,44,24,1,0,0.900752909
67333,FS,Silver,141,0,32,11,2,0,0.747433265
67334,WC,White,225,0,40,21,2,1,0.848733744
67335,WC,Green,67,0,42,23,0,0,1.054072553
67336,WC,Black,166,1,80,62,2,0,1.828884326
67337,WC,Silver,143,1,39,19,1,0,1.330595483
67338,MP,Red,80,1,48,29,1,0,0.8678987
67339,WC,White,184,0,37,19,2,0,1.01026694
67340,EC,White,196,0,31,12,3,0,1.193702943
67341,WC,White,121,0,30,11,1,0,0.906228611
67342,WC,Yellow,77,1,18,0,1,0,0.038329911
67343,NW,Black,98,0,68,50,1,0,0.936344969
67344,WC,White,128,1,57,38,2,0,0.761122519
67345,GP,Yellow,95,0,70,51,0,0,0.24366872
67346,WC,Silver,92,1,20,1,1,0,0.761122519
67347,EC,Yellow,104,0,18,0,0,0,0.59137577
67348,KZN,Black,50,0,67,49,1,0,0.394250513
67349,FS,Silver,133,0,67,49,0,0,0.933607118
67350,FS,White,112,0,53,34,0,0,0.700889802
67351,FS,White,153,1,45,26,1,1,0.651608487
67352,EC,White,121,1,81,63,0,0,0.621492129
67353,KZN,White,142,1,47,28,2,0,0.988364134
67354,NW,Silver,162,1,25,5,1,0,0.657084189
67355,GP,Blue,186,1,23,5,0,1,1.32238193
67356,FS,Red,131,0,65,45,0,0,0.583162218
67357,EC,Silver,98,0,82,63,1,0,1.097878166
67358,NW,White,55,1,32,13,2,0,0.366872005
67359,EC,Red,94,0,29,11,1,0,0.435318275
67360,GP,White,119,0,24,6,4,0,1.004791239
67361,NW,White,98,0,51,32,1,0,0.459958932
67362,FS,White,316,1,25,6,4,0,0.506502396
67363,KZN,White,77,0,52,34,1,0,0.5229295
67364,WC,Red,54,1,86,68,3,0,1.00752909
67365,FS,Black,205,0,50,32,3,1,0.528405202
67366,MP,White,79,1,21,2,2,0,1.237508556
67367,MP,Silver,134,0,73,55,0,0,0.440793977
67368,WC,Green,208,0,44,25,3,0,0.427104723
67369,KZN,Blue,133,1,56,38,1,0,0.495550992
67370,GP,Green,83,0,73,54,4,1,1.404517454
67371,WC,Red,75,0,75,55,1,0,1.407255305
67372,WC,White,82,1,26,7,0,0,0.490075291
67373,GP,Green,150,0,23,5,1,1,0.73100616
67374,WC,Silver,88,0,23,4,4,0,0.815879535
67375,WC,White,55,1,46,28,1,0,0.547570157
67376,GP,Silver,102,0,31,13,2,0,0.613278576
67377,WC,Black,129,1,43,25,1,0,1.415468857
67378,NW,Black,105,0,64,46,2,0,0.818617385
67379,FS,White,123,1,65,47,0,0,0.380561259
67380,WC,White,121,0,73,55,0,1,0.577686516
67381,GP,White,59,1,27,8,1,0,0.906228611
67382,FS,Silver,74,0,60,42,3,0,1.015742642
67383,WC,White,197,1,29,10,0,1,0.851471595
67384,MP,Black,178,0,51,33,1,0,1.273100616
67385,FS,Black,103,1,24,6,1,0,0.791238877
67386,WC,White,47,0,53,32,0,0,0.700889802
67387,EC,Silver,292,1,45,26,2,0,0.79945243
67388,MP,Green,51,0,54,36,2,0,0.678986995
67390,GP,Blue,133,1,61,42,1,0,0.815879535
67391,FS,Blue,152,1,47,28,5,0,1.180013689
67392,NW,Blue,134,1,39,21,1,0,1.075975359
67393,KZN,Red,51,1,71,52,1,0,0.741957563
67394,EC,Green,231,0,30,11,1,2,1.204654346
67395,FS,Green,92,1,84,66,1,0,0.988364134
67396,EC,White,57,1,24,5,1,0,0.643394935
67397,KZN,Black,116,0,18,0,0,1,1.56605065
67398,EC,Red,292,0,26,8,1,0,1.201916496
67399,EC,Blue,139,1,22,4,1,0,0.59137577
67400,WC,Red,108,0,20,1,1,0,0.481861739
67401,EC,White,191,1,66,48,3,0,1.133470226
67402,MP,White,132,0,84,66,4,0,0.533880903
67403,WC,Green,107,1,44,25,1,0,0.372347707
67404,FS,Black,196,0,70,52,1,0,0.772073922
67405,WC,Blue,102,1,52,34,1,0,0.824093087
67406,EC,Red,92,0,75,57,0,0,0.700889802
67407,EC,Blue,89,0,20,2,1,1,1.80698152
67408,NW,Green,79,0,50,32,1,0,0.728268309
67409,WC,Silver,113,1,23,4,0,0,0.616016427
67410,EC,White,168,1,31,12,1,0,0.511978097
67411,GP,Silver,138,0,60,42,3,0,0.413415469
67412,KZN,Blue,88,0,56,38,1,0,1.155373032
67413,FS,Blue,124,1,37,19,0,0,0.366872005
67414,WC,White,236,0,66,48,1,0,0.618754278
67415,WC,White,176,0,20,1,0,0,0.914442163
67416,FS,White,156,0,84,66,0,0,0.602327173
67417,GP,Silver,151,0,81,63,1,0,1.453798768
67418,WC,Yellow,64,0,46,27,1,0,1.015742642
67419,GP,Red,92,0,67,49,2,0,1.327857632
67420,KZN,Silver,114,0,28,10,2,0,1.174537988
67421,WC,Silver,56,0,49,31,2,0,0.618754278
67422,NW,White,108,0,76,58,0,0,0.566735113
67423,KZN,Blue,173,0,42,23,1,1,1.639972621
67424,WC,White,157,0,25,6,5,0,0.449007529
67425,GP,White,93,0,60,42,1,0,0.580424367
67426,WC,Red,92,1,30,12,3,0,0.566735113
67427,WC,White,76,1,27,9,1,0,0.944558522
67428,KZN,Black,113,0,70,52,1,0,0.687200548
67429,GP,Red,288,1,36,18,1,0,0.668035592
67430,WC,Red,127,1,79,61,1,0,0.895277207
67432,WC,White,63,1,23,5,2,0,0.796714579
67433,WC,Black,114,0,64,46,2,0,1.722108145
67434,FS,Green,149,1,20,0,1,0,1.267624914
67435,KZN,White,90,1,31,12,1,0,0.517453799
67436,KZN,Blue,291,0,84,66,2,1,0.804928131
67437,WC,Blue,94,0,29,11,0,0,0.752908966
67438,GP,Blue,163,0,21,3,2,0,1.311430527
67439,MP,Yellow,120,0,85,67,1,0,0.62696783
67440,WC,Black,204,0,29,11,2,0,0.780287474
67441,WC,Red,215,0,19,0,1,0,0.698151951
67442,NW,Yellow,116,1,78,60,0,0,0.785763176
67443,NW,Yellow,88,1,57,38,2,0,0.925393566
67444,GP,White,51,1,84,65,0,1,1.336071184
67445,WC,Red,259,0,33,15,1,0,0.941820671
67446,FS,White,215,1,51,33,0,0,0.947296372
67447,NC,Silver,166,0,82,64,4,0,0.424366872
67448,FS,White,138,1,37,19,1,2,1.026694045
67449,WC,Red,133,1,63,44,2,0,0.793976728
67450,KZN,Silver,135,0,58,40,1,0,1.210130048
67451,FS,Red,178,1,85,67,2,0,0.747433265
67452,FS,White,49,0,33,14,0,0,0.772073922
67453,KZN,White,69,1,30,11,1,0,0.536618754
67454,GP,Yellow,42,1,54,36,2,0,1.158110883
67455,GP,White,64,1,46,27,3,0,0.454483231
67456,GP,White,108,1,46,28,2,0,1.388090349
67457,FS,White,87,0,28,9,1,0,0.911704312
67458,EC,White,151,1,37,18,0,0,0.309377139
67459,WC,Red,65,0,28,9,1,0,0.66255989
67460,MP,Green,201,1,70,52,1,1,1.754962355
67462,NW,Black,231,1,27,8,0,1,0.490075291
67463,KZN,Silver,191,0,49,31,3,0,0.531143053
67464,WC,Black,199,1,52,32,1,0,0.407939767
67465,GP,Yellow,110,0,24,6,2,0,1.262149213
67466,EC,Black,223,0,48,30,1,1,0.837782341
67467,GP,Black,179,1,53,34,1,1,0.826830938
67468,EC,Silver,94,0,39,21,0,0,0.736481862
67469,WC,Yellow,265,1,22,3,1,0,0.928131417
67470,KZN,Blue,141,1,48,30,2,0,0.862422998
67471,WC,Red,206,0,46,28,2,0,0.859685147
67472,WC,Red,208,0,43,25,2,0,0.947296372
67473,WC,Black,87,1,49,31,2,0,0.689938398
67474,MP,Silver,131,0,84,66,3,0,0.301163587
67475,EC,Green,50,0,37,18,1,0,0.618754278
67476,GP,Silver,110,1,32,13,1,0,0.673511294
67477,GP,White,80,1,83,64,0,0,1.056810404
67478,WC,White,138,0,52,34,0,0,1.095140315
67479,GP,White,78,0,38,19,0,0,1.612594114
67480,EC,White,46,0,21,2,1,0,0.654346338
67481,KZN,Red,60,1,38,20,0,0,1.448323066
67482,GP,Green,101,0,82,64,0,0,0.41889117
67483,GP,Black,173,1,73,54,1,0,0.950034223
67484,KZN,Black,116,1,62,43,0,0,0.583162218
67485,FS,White,106,1,67,48,1,0,0.829568789
67486,NC,Blue,146,0,31,13,0,1,0.785763176
67487,EC,Blue,220,0,77,58,1,0,1.034907598
67488,WC,Black,90,0,27,8,1,0,0.574948665
67489,WC,Red,93,1,55,36,2,0,0.440793977
67490,GP,Yellow,224,1,31,13,1,0,0.958247775
67491,FS,Red,189,0,28,10,3,0,0.739219713
67492,EC,Green,146,1,70,52,1,0,1.284052019
67493,GP,Black,189,1,23,4,0,0,1.2183436
67494,KZN,Silver,140,1,72,54,0,0,0.741957563
67495,NW,White,125,1,26,7,0,0,0.509240246
67496,WC,Blue,206,1,62,43,0,0,0.268309377
67497,KZN,White,192,0,58,40,1,0,0.684462697
67498,EC,Blue,129,1,57,39,3,0,1.325119781
67499,WC,Red,69,1,72,53,1,0,0.996577687
67500,KZN,White,282,1,87,68,1,0,0.410677618
67501,NW,Black,90,1,28,9,2,0,0.637919233
67502,GP,White,90,0,52,33,1,0,1.073237509
67503,KZN,Black,247,0,65,47,1,0,0.492813142
67504,FS,White,123,1,44,26,5,0,0.120465435
67505,GP,White,119,0,21,3,0,0,0.314852841
67506,NW,White,205,0,78,59,0,0,0.561259411
67507,WC,Blue,119,1,26,8,1,0,0.62696783
67508,GP,White,111,0,31,13,1,1,1.327857632
67509,GP,Green,86,1,55,37,0,1,1.11156742
67510,KZN,Silver,226,0,23,5,1,0,1.497604381
67511,KZN,White,69,0,38,20,2,0,0.640657084
67512,FS,Yellow,166,1,36,17,0,0,1.059548255
67514,KZN,Blue,78,0,43,24,1,0,1.779603012
67515,EC,Black,66,0,55,37,0,0,1.609856263
67516,GP,White,104,1,83,65,3,1,0.810403833
67517,MP,Black,181,1,19,0,0,1,1.108829569
67518,NW,Blue,60,1,31,12,1,0,0.66255989
67519,WC,White,151,0,27,9,1,0,1.106091718
67520,FS,White,214,0,43,25,0,0,0.635181383
67521,GP,Red,52,1,46,28,0,1,0.796714579
67522,EC,Green,184,1,49,30,0,0,0.566735113
67523,NW,Blue,146,0,58,40,2,0,0.361396304
67524,WC,Red,128,1,56,38,1,0,0.818617385
67525,WC,Yellow,64,0,25,6,2,0,0.780287474
67526,FS,Black,152,0,39,21,1,0,0.851471595
67527,FS,White,151,0,51,33,0,0,0.364134155
67528,FS,Red,102,0,32,14,1,0,0.449007529
67529,FS,White,70,0,23,5,1,0,0.741957563
67530,NW,Red,175,1,72,54,0,0,0.93908282
67531,NW,White,89,0,24,5,1,0,0.588637919
67532,EC,Silver,157,1,86,67,1,0,1.070499658
67533,KZN,White,119,1,69,50,2,0,0.728268309
67534,EC,White,176,1,25,6,1,0,0.309377139
67535,WC,White,195,1,21,3,0,0,1.160848734
67536,KZN,White,155,0,32,14,0,0,0.331279945
67537,EC,Green,185,1,39,21,3,0,0.459958932
67538,NW,White,48,0,56,38,0,0,0.840520192
67539,KZN,Red,96,0,85,67,1,0,1.155373032
67540,KZN,Blue,360,1,55,36,3,1,0.580424367
67541,KZN,Black,101,1,39,21,2,0,0.501026694
67542,KZN,Red,142,1,38,20,1,1,0.826830938
67543,GP,White,42,1,77,59,1,0,1.103353867
67544,NW,White,76,0,28,10,2,0,1.14715948
67545,FS,Blue,141,0,58,40,1,0,0.654346338
67546,FS,Black,144,0,64,46,2,0,0.908966461
67548,MP,White,78,0,64,46,1,1,0.884325804
67550,KZN,White,105,1,64,46,1,0,1.965776865
67551,EC,Red,74,1,37,18,3,0,0.818617385
67552,NW,Red,109,0,56,38,0,0,1.122518823
67553,KZN,Blue,52,0,69,51,1,0,0.637919233
67554,FS,White,82,0,39,20,0,0,0.950034223
67556,NW,Green,154,1,41,23,0,0,0.780287474
67557,GP,Red,118,0,38,19,1,0,0.758384668
67558,LIM,Black,107,0,74,55,1,0,0.205338809
67559,FS,Green,154,1,72,54,1,0,0.739219713
67560,KZN,White,177,1,49,30,1,0,0.648870637
67561,WC,Green,80,1,83,65,3,0,0.48733744
67562,WC,Yellow,152,1,31,12,1,1,1.366187543
67563,WC,Yellow,157,0,29,10,1,0,1.18275154
67564,KZN,Black,77,0,62,44,0,0,1.500342231
67565,KZN,White,86,0,67,48,1,1,1.596167009
67566,GP,Red,134,0,32,13,5,0,0.429842574
67567,WC,Blue,93,0,80,62,0,0,0.862422998
67568,GP,Black,49,0,22,3,0,0,0.714579055
67569,FS,Silver,149,1,37,19,0,0,1.023956194
67570,GP,White,153,1,33,13,2,0,0.906228611
67571,GP,Silver,95,1,43,25,2,0,1.273100616
67572,GP,White,191,1,63,45,0,0,0.399726215
67573,NW,White,187,1,48,29,2,0,0.83504449
67574,WC,Black,105,0,74,56,1,0,0.468172485
67575,KZN,Green,155,0,26,7,1,0,0.928131417
67576,NW,Red,178,1,64,46,2,0,0.848733744
67577,NW,Green,203,0,64,46,0,0,1.212867899
67578,WC,White,142,0,39,21,0,0,0.840520192
67579,NW,White,80,0,22,3,1,0,1.013004791
67580,WC,White,55,0,26,7,0,0,0.643394935
67581,MP,White,131,1,18,0,0,0,1.11430527
67582,EC,White,130,0,86,68,3,0,1.253935661
67583,EC,Black,82,1,22,3,1,0,0.947296372
67585,MP,Silver,73,0,31,13,2,0,1.292265572
67586,WC,White,58,1,50,32,0,0,1.210130048
67587,NW,Black,116,1,56,38,1,0,0.865160849
67588,FS,White,97,0,38,19,1,0,0.739219713
67589,EC,White,114,1,60,41,3,1,0.755646817
67590,NW,White,316,1,50,30,1,0,0.826830938
67591,GP,White,58,1,78,60,2,0,0.583162218
67592,WC,White,51,1,32,14,1,0,0.492813142
67594,FS,Blue,178,1,25,6,3,0,0.887063655
67595,EC,Red,328,1,53,35,0,0,0.824093087
67596,MP,Green,86,1,67,49,2,1,1.04312115
67597,NW,White,59,0,24,6,1,0,1.308692676
67598,NW,Silver,77,0,78,60,1,0,0.596851472
67599,GP,Silver,86,1,86,67,2,0,1.054072553
67600,GP,Black,94,1,30,11,0,0,0.93908282
67601,GP,Silver,192,1,19,0,0,0,0.66255989
67602,GP,Blue,47,0,38,19,1,0,0.495550992
67603,KZN,Silver,83,0,58,40,0,0,0.810403833
67604,FS,Red,44,1,64,45,0,0,0.547570157
67605,EC,Green,100,0,66,48,0,0,0.889801506
67606,GP,Silver,100,1,40,22,1,0,0.925393566
67607,WC,Silver,69,1,40,22,1,0,0.553045859
67608,GP,Green,227,1,53,34,1,0,0.410677618
67609,EC,Blue,75,0,49,31,1,0,0.462696783
67610,KZN,Silver,93,1,36,18,1,1,1.492128679
67611,EC,Blue,60,0,85,64,0,0,1.336071184
67612,GP,Blue,277,1,49,31,1,0,0.791238877
67613,WC,Black,90,1,72,54,3,1,0.991101985
67614,FS,Black,108,1,86,67,1,0,0.752908966
67615,FS,White,45,1,43,25,0,0,0.468172485
67616,GP,Red,127,0,81,62,0,0,1.368925394
67617,KZN,Silver,233,1,33,14,1,0,0.79945243
67618,FS,Red,58,1,56,38,2,0,0.898015058
67619,WC,Black,147,0,80,60,1,0,0.90349076
67620,FS,Red,99,0,55,36,2,0,0.791238877
67621,WC,White,129,0,81,62,1,0,0.27652293
67622,FS,Red,91,1,78,60,0,0,0.657084189
67623,GP,Yellow,53,0,33,15,2,0,0.906228611
67624,GP,White,107,1,18,0,0,0,0.52019165
67625,EC,Silver,123,0,54,36,0,0,0.76386037
67626,MP,Black,63,1,25,6,1,1,1.527720739
67627,WC,Silver,181,1,84,65,0,0,0.840520192
67628,GP,Silver,54,0,20,2,2,0,0.495550992
67629,EC,Red,73,0,36,17,1,0,1.196440794
67630,WC,White,113,0,53,34,1,1,0.919917864
67631,WC,Red,112,1,53,35,0,0,0.772073922
67632,GP,White,268,0,39,21,1,1,1.223819302
67633,EC,Yellow,116,1,69,51,1,0,0.637919233
67634,WC,Black,190,1,40,22,1,0,0.585900068
67635,MP,White,138,0,80,61,1,0,0.5229295
67636,WC,Red,81,0,29,10,1,0,0.66255989
67637,WC,Blue,187,1,38,20,0,0,0.758384668
67638,WC,Green,89,1,34,16,3,0,0.689938398
67639,WC,White,96,1,47,28,2,0,1.371663244
67640,GP,Silver,155,1,82,64,1,0,0.443531828
67641,WC,Red,84,1,41,21,0,0,1.023956194
67642,EC,Yellow,146,0,40,21,0,0,0.651608487
67643,GP,Black,135,1,79,61,3,0,0.314852841
67644,EC,White,77,0,49,30,1,0,1.152635181
67645,WC,White,67,0,37,19,0,0,0.607802875
67646,FS,White,153,1,25,7,0,0,0.681724846
67647,FS,Black,93,1,46,27,0,0,1.045859001
67648,EC,Yellow,159,1,19,1,1,0,0.495550992
67649,WC,White,143,0,30,11,0,0,0.815879535
67650,WC,Yellow,159,1,19,0,4,1,1.368925394
67651,GP,Red,56,0,23,4,2,0,1.396303901
67652,GP,Red,34,0,27,9,2,0,1.500342231
67653,NW,Yellow,211,0,28,10,1,0,0.925393566
67654,WC,White,116,1,75,57,3,0,0.251882272
67655,NW,Yellow,126,1,27,8,1,0,1.691991786
67656,WC,Black,195,1,29,9,1,0,1.127994524
67657,EC,Red,103,1,73,55,5,0,0.563997262
67658,WC,Red,131,0,45,26,0,1,1.519507187
67659,FS,Red,147,0,22,4,3,0,0.5229295
67660,WC,Black,166,0,31,13,0,0,1.070499658
67661,WC,White,115,1,34,14,0,0,1.347022587
67662,GP,Blue,164,0,59,40,3,0,0.199863107
67663,GP,White,112,1,48,30,2,0,1.144421629
67664,FS,White,156,1,29,10,4,0,0.643394935
67665,KZN,White,90,0,48,29,0,0,1.067761807
67666,FS,Red,321,0,56,37,1,0,1.11156742
67667,KZN,Silver,209,0,79,61,0,1,0.826830938
67668,WC,Red,81,0,70,52,1,0,0.380561259
67669,WC,White,54,0,76,57,0,0,1.177275838
67670,WC,Red,346,1,76,58,1,0,0.741957563
67671,WC,Green,133,0,75,56,5,0,0.966461328
67672,KZN,Red,305,1,64,44,2,0,0.769336071
67673,NW,White,100,1,40,21,0,0,1.185489391
67674,FS,Blue,140,1,24,5,0,0,0.788501027
67675,MP,White,58,0,29,9,1,2,1.305954825
67676,NW,Green,185,0,55,36,1,0,0.366872005
67677,GP,White,101,1,27,8,2,0,0.605065024
67678,NW,Red,194,1,18,0,1,0,0.402464066
67679,WC,Black,176,0,32,14,2,0,0.399726215
67680,GP,White,92,1,51,33,0,0,1.456536619
67681,WC,White,120,0,29,10,1,0,0.281998631
67682,GP,Black,137,0,73,55,2,0,0.796714579
67683,NC,White,90,1,51,32,0,0,0.807665982
67684,WC,Black,61,1,25,7,1,0,1.201916496
67685,LIM,Silver,118,1,28,9,1,0,0.443531828
67686,EC,White,111,1,64,45,2,1,1.412731006
67687,GP,White,306,0,39,21,4,0,1.106091718
67688,FS,Silver,174,1,27,9,0,0,1.073237509
67689,WC,White,142,0,44,24,0,0,0.443531828
67690,WC,Yellow,143,0,55,37,0,0,0.624229979
67691,WC,White,107,0,59,41,1,0,0.462696783
67692,KZN,Green,221,1,23,4,1,0,2.173853525
67693,KZN,Red,172,1,41,23,1,0,1.138945927
67694,WC,White,82,1,35,16,0,0,0.785763176
67695,NW,Blue,148,1,20,2,1,0,0.536618754
67696,WC,Red,111,1,27,8,2,0,0.881587953
67697,FS,White,138,0,24,6,2,0,0.922655715
67698,FS,Silver,46,0,24,3,0,1,0.73100616
67699,WC,White,127,1,81,62,0,0,1.790554415
67700,GP,Green,144,0,69,51,0,0,0.407939767
67701,WC,Red,132,1,25,7,2,1,1.149897331
67702,GP,Silver,44,1,71,52,0,0,0.922655715
67703,WC,White,132,0,31,13,0,0,0.900752909
67705,WC,White,195,0,87,68,0,0,0.73100616
67706,GP,White,96,0,55,37,1,0,0.514715948
67707,GP,Black,91,0,56,38,1,0,0.963723477
67708,EC,White,222,0,51,31,1,0,0.717316906
67709,WC,White,151,1,46,28,1,0,0.878850103
67710,KZN,White,176,1,65,47,2,1,0.665297741
67711,KZN,White,77,0,18,0,1,0,1.067761807
67712,KZN,Red,165,1,19,0,1,1,1.245722108
67713,GP,White,211,1,82,63,1,0,1.18275154
67714,MP,Silver,102,1,27,8,1,0,1.015742642
67715,GP,Black,123,0,47,28,1,0,0.854209446
67716,KZN,Red,64,1,63,45,1,1,1.171800137
67717,MP,Black,116,1,46,27,1,0,0.596851472
67718,WC,Blue,111,1,29,10,1,0,0.577686516
67719,FS,Black,98,0,61,42,1,0,0.752908966
67720,KZN,White,119,1,76,57,0,1,1.100616016
67721,WC,Silver,123,0,47,28,2,0,0.624229979
67722,WC,White,59,1,49,31,0,0,0.845995893
67723,NW,Red,88,0,49,30,1,1,1.193702943
67724,GP,Black,98,0,81,62,0,0,1.158110883
67725,MP,Red,213,1,48,30,2,0,0.386036961
67726,MP,Blue,114,1,75,57,1,0,1.166324435
67727,WC,White,145,0,79,60,1,0,0.52019165
67728,GP,Black,164,0,25,6,1,1,0.982888433
67729,FS,White,68,0,54,35,0,0,1.448323066
67730,KZN,Blue,82,0,39,20,0,0,0.681724846
67731,WC,White,131,0,42,24,1,0,0.457221081
67732,EC,White,107,1,46,28,1,0,0.681724846
67733,EC,Black,227,1,85,66,0,0,1.349760438
67734,EC,White,81,0,48,30,0,0,0.665297741
67735,KZN,White,63,0,42,23,0,0,1.185489391
67736,FS,Silver,82,0,69,50,0,0,1.28678987
67737,WC,Black,84,1,58,39,1,0,0.889801506
67738,WC,White,90,0,54,35,1,0,0.646132786
67739,KZN,Green,51,0,84,65,1,0,0.369609856
