id,province,carcolour,hp,gender,age,lic_years,pastclaims,exp_years
13446,KZN,Green,115,1,57,39,1,0.216290212
13447,WC,Red,99,1,43,25,1,0.262833676
13448,EC,Blue,95,0,49,31,0,0.287474333
13449,NW,White,62,1,34,16,1,0.298425736
13450,WC,White,246,1,62,44,1,0.167008898
13451,EC,White,95,1,30,12,3,0.016427105
13452,WC,White,73,1,22,3,1,0.194387406
13453,WC,White,108,1,41,22,1,0.429842574
13454,MP,Black,108,1,63,44,0,0.361396304
13455,NW,Blue,173,0,49,30,1,0.457221081
13456,NW,Blue,302,0,46,28,0,0.098562628
13457,WC,Black,187,0,49,31,0,0.027378508
13458,WC,Red,153,1,55,36,0,0.454483231
13459,WC,Blue,125,1,52,33,0,0.06844627
13460,WC,White,92,0,23,4,1,0.358658453
13461,GP,Green,54,0,41,22,2,0.344969199
13462,FS,White,66,0,29,11,2,0.399726215
13463,KZN,Black,100,1,55,37,2,0.251882272
13464,EC,White,42,0,45,27,1,0.13963039
13465,GP,White,167,0,38,19,4,0.20807666
13466,WC,Black,172,0,59,41,1,0.457221081
13467,MP,Blue,138,0,34,16,0,0.34770705
13468,WC,Green,61,1,44,24,4,0.153319644
13469,GP,Red,70,0,50,31,1,0.309377139
13470,KZN,Green,142,0,78,59,1,0.210814511
13471,GP,Blue,176,1,39,20,0,0.150581793
13472,WC,Silver,174,1,28,10,1,0.271047228
13473,NC,Red,64,1,20,2,0,0.224503765
13474,GP,Yellow,202,1,77,59,0,0.402464066
13475,WC,Yellow,230,1,74,55,3,0.306639288
13476,FS,Blue,151,0,72,53,1,0.090349076
13477,FS,Silver,44,1,48,30,1,0.306639288
13478,KZN,White,211,1,27,8,1,0.038329911
13479,NW,Blue,348,1,21,3,0,0.490075291
13480,EC,White,262,0,57,38,0,0.27652293
13481,KZN,Red,51,1,40,22,0,0.465434634
13482,WC,Yellow,296,0,51,32,1,0.021902806
13483,WC,Black,107,0,30,11,1,0.410677618
13484,GP,White,219,1,71,53,4,0.440793977
13485,NW,Blue,111,0,44,25,3,0.290212183
13486,WC,Red,112,0,18,0,1,0.202600958
13487,WC,Blue,123,0,31,12,2,0.109514031
13488,MP,Green,107,1,69,50,2,0.290212183
13489,FS,Black,269,1,36,18,1,0.062970568
13490,EC,White,188,0,18,0,1,0.380561259
13491,KZN,White,101,1,59,40,1,0.191649555
13492,WC,Green,57,1,19,1,1,0.030116359
13493,WC,Black,147,0,38,19,4,0.468172485
13494,EC,White,188,1,68,50,1,0.402464066
13495,NC,White,101,1,20,1,2,0.323066393
13496,EC,Red,72,0,74,56,5,0.180698152
13497,EC,Blue,74,1,40,21,0,0.060232717
13498,WC,Red,69,1,25,7,1,0.109514031
13499,MP,Yellow,106,1,19,0,1,0.164271047
13500,WC,Blue,105,0,18,0,1,0.303901437
13501,GP,Black,64,0,45,27,1,0.399726215
13502,WC,White,178,1,80,61,0,0.323066393
13503,WC,Red,188,0,73,55,1,0.229979466
13504,GP,Silver,109,0,50,31,0,0.027378508
13505,FS,Green,156,0,51,32,1,0.142368241
13507,WC,White,243,1,38,19,1,0.380561259
13508,KZN,Yellow,155,1,84,66,1,0.246406571
13509,WC,Green,121,0,43,25,1,0.317590691
13510,FS,Red,66,0,61,42,0,0.388774812
13511,WC,White,129,1,37,19,0,0.019164956
13512,WC,Green,129,0,19,0,0,0.325804244
13513,GP,Black,63,1,84,66,1,0.177960301
13514,FS,Red,49,1,69,51,0,0.087611225
13515,MP,White,130,0,54,35,1,0.087611225
13516,FS,White,103,0,59,40,5,0.049281314
13517,EC,Red,46,0,56,37,3,0.435318275
13518,EC,Green,62,1,20,2,1,0.06844627
13519,FS,Red,201,0,25,6,2,0.041067762
13520,GP,Silver,304,0,85,66,0,0.032854209
13521,WC,White,171,0,26,8,0,0.186173854
13522,WC,Black,225,1,66,48,0,0.24366872
13523,WC,White,163,1,22,4,3,0.410677618
13524,NW,Red,49,1,22,3,1,0.465434634
13525,FS,White,205,1,43,24,0,0.219028063
13526,WC,Silver,214,0,59,41,2,0.364134155
13527,GP,White,61,0,61,42,0,0.205338809
13528,EC,Red,76,1,67,49,0,0.246406571
13529,LIM,Black,122,0,55,36,1,0.142368241
13530,GP,Red,127,0,24,6,2,0.021902806
13531,GP,Yellow,165,0,71,52,2,0.024640657
13532,WC,Red,163,0,25,7,1,0.084873374
13533,GP,Silver,60,0,73,54,1,0.147843943
13534,GP,Red,74,1,64,46,4,0.254620123
13535,MP,Green,71,0,62,44,1,0.090349076
13536,EC,Silver,42,1,59,41,1,0.188911704
13537,WC,White,115,0,61,43,1,0.45174538
13538,NW,Yellow,209,0,83,64,0,0.41615332
13539,NC,White,66,0,24,5,0,0.224503765
13540,KZN,Blue,94,0,67,48,1,0.254620123
13541,FS,White,237,0,23,4,0,0.334017796
13542,KZN,Silver,129,0,22,4,0,0.394250513
13543,KZN,Red,231,1,82,63,0,0.10403833
13544,WC,Red,75,1,64,46,1,0.238193018
13545,WC,Blue,126,1,77,58,0,0.177960301
13546,GP,White,115,1,25,7,2,0.17522245
13547,KZN,Black,188,1,36,16,0,0.079397673
13548,NW,Blue,141,0,32,13,1,0.372347707
13549,WC,Red,67,1,69,51,0,0.090349076
13550,EC,Blue,125,1,76,57,0,0.31211499
13551,GP,Black,332,0,53,34,0,0.325804244
13552,EC,White,197,0,78,60,0,0.295687885
13553,WC,White,166,1,22,2,0,0.427104723
13554,MP,Black,104,0,20,1,1,0.161533196
13555,WC,White,148,0,66,48,1,0.145106092
13556,FS,Black,73,1,26,8,1,0.164271047
13557,WC,Yellow,176,0,74,56,1,0.024640657
13558,FS,White,79,1,57,38,0,0.484599589
13559,EC,Yellow,107,0,28,10,1,0.03559206
13560,GP,Blue,80,0,28,10,1,0.049281314
13561,KZN,Black,131,1,20,1,0,0.032854209
13562,GP,Red,361,1,44,25,1,0.364134155
13563,GP,Yellow,129,0,45,26,2,0.421629021
13564,KZN,Green,141,0,64,46,0,0.13963039
13565,WC,Silver,121,1,42,24,2,0.303901437
13566,WC,Black,129,1,28,10,2,0.290212183
13567,WC,Green,153,0,43,25,3,0.038329911
13568,WC,Black,162,1,48,30,4,0.054757016
13569,KZN,Black,210,1,29,11,0,0.054757016
13570,WC,Red,146,0,23,5,1,0.421629021
13571,EC,White,48,1,50,32,2,0.402464066
13572,EC,Red,109,1,58,40,0,0.016427105
13573,NW,Red,54,1,34,16,2,0.060232717
13574,EC,White,180,1,72,53,0,0.03559206
13575,FS,White,65,0,59,40,2,0.087611225
13576,FS,White,101,0,43,25,1,0.459958932
13577,GP,Silver,72,0,19,0,0,0.136892539
13578,WC,Green,100,1,31,11,0,0.03559206
13579,WC,Black,128,0,58,40,1,0.325804244
13580,MP,Blue,58,1,26,8,3,0.019164956
13581,GP,Green,121,1,77,57,1,0.161533196
13582,EC,White,109,0,72,53,1,0.098562628
13583,FS,Silver,84,1,40,21,1,0.019164956
13584,GP,White,91,0,76,58,1,0.145106092
13585,FS,Silver,79,0,48,29,2,0.386036961
13586,NW,Black,79,0,21,1,0,0.043805613
13587,NW,Red,90,0,79,60,1,0.038329911
13588,FS,Black,57,0,73,55,1,0.479123888
13589,WC,Silver,142,1,43,25,5,0.473648186
13590,KZN,Black,105,0,22,4,0,0.057494867
13591,FS,Silver,132,0,27,9,1,0.101300479
13592,GP,Silver,181,1,81,62,2,0.334017796
13593,MP,White,93,1,69,50,2,0.391512663
13594,WC,White,76,1,48,30,2,0.008213552
13595,WC,White,141,0,48,28,0,0.169746749
13596,KZN,Red,242,1,28,9,1,0.323066393
13597,EC,White,134,1,46,28,1,0.355920602
13598,WC,Black,157,0,33,15,0,0.394250513
13599,FS,White,186,1,83,63,1,0.476386037
13600,NW,Red,72,0,29,11,0,0.413415469
13601,KZN,White,178,0,53,34,1,0.380561259
13602,WC,Blue,118,0,22,3,2,0.481861739
13603,WC,Blue,161,1,38,20,1,0.465434634
13604,GP,Yellow,139,0,39,21,2,0.120465435
13605,WC,White,297,0,76,57,0,0.268309377
13606,FS,Black,83,1,70,52,1,0.032854209
13607,MP,Black,153,1,25,5,2,0.219028063
13608,EC,White,141,0,20,2,1,0.177960301
13609,GP,White,130,0,38,20,1,0.490075291
13610,WC,Green,183,1,80,62,0,0.202600958
13611,GP,Yellow,79,0,42,23,3,0.123203285
13612,KZN,Red,93,0,76,58,2,0.216290212
13613,NW,Black,93,0,29,11,0,0.06844627
13614,GP,White,284,0,21,3,1,0.120465435
13615,WC,White,97,0,20,1,0,0.432580424
13616,NW,Black,62,0,30,11,1,0.082135524
13617,NW,White,123,0,43,25,0,0.191649555
13618,GP,Red,63,1,83,64,1,0.052019165
13619,KZN,White,110,0,60,41,0,0.13963039
13620,WC,White,82,0,83,64,1,0.377823409
13621,FS,White,124,1,45,27,1,0.328542094
13622,WC,Green,73,0,78,59,1,0.084873374
13623,FS,Red,99,1,64,46,0,0.145106092
13624,EC,Red,95,0,55,37,0,0.134154689
13625,KZN,Blue,182,0,36,17,0,0.350444901
13626,GP,White,58,1,76,58,0,0.465434634
13627,LIM,Blue,335,1,39,21,1,0.240930869
13628,WC,Yellow,177,1,73,55,1,0.353182752
13629,FS,Green,166,0,49,31,1,0.1724846
13630,GP,Red,93,0,55,36,2,0.101300479
13631,WC,Yellow,250,0,27,9,2,0.213552361
13632,FS,White,85,1,59,41,0,0.470910335
13633,KZN,Green,140,1,66,48,1,0.306639288
13634,WC,Red,165,0,83,64,1,0.262833676
13635,GP,Blue,178,1,40,20,1,0.194387406
13636,NW,Yellow,137,0,63,45,3,0.235455168
13637,FS,Silver,56,1,46,28,1,0.032854209
13638,WC,White,105,0,24,6,1,0.427104723
13639,KZN,White,230,0,49,31,3,0.402464066
13640,WC,Silver,116,1,48,29,0,0.301163587
13641,WC,White,40,1,24,5,1,0.284736482
13642,FS,Red,56,1,30,12,1,0.355920602
13643,FS,Blue,252,0,54,35,0,0.079397673
13644,GP,White,154,0,54,36,1,0.386036961
13645,GP,Black,207,1,62,44,1,0.13963039
13647,MP,Black,181,0,37,19,3,0.48733744
13648,FS,Blue,90,1,29,9,1,0.054757016
13649,EC,White,135,0,49,31,0,0.098562628
13650,GP,Red,174,0,19,0,1,0.342231348
13651,WC,White,66,1,21,2,0,0.180698152
13652,WC,White,100,0,48,30,1,0.301163587
13653,WC,Blue,88,1,45,26,0,0.358658453
13654,KZN,Black,128,1,24,6,0,0.391512663
13655,WC,Green,227,0,37,18,1,0.358658453
13656,EC,Red,83,0,33,14,1,0.021902806
13657,KZN,Black,50,0,49,31,1,0.462696783
13658,KZN,Green,138,1,21,3,3,0.147843943
13659,GP,White,165,0,32,14,2,0.260095825
13660,NW,Yellow,171,1,75,57,2,0.17522245
13661,NW,White,79,1,27,8,0,0.054757016
13662,KZN,Red,50,0,34,15,3,0.125941136
13663,MP,Black,141,1,84,65,1,0.396988364
13664,MP,White,58,1,36,18,1,0.246406571
13665,GP,Blue,117,1,71,53,1,0.030116359
13666,KZN,Black,44,0,39,21,1,0.062970568
13667,FS,Silver,47,1,22,2,0,0.342231348
13668,WC,White,72,1,53,34,0,0.03559206
13669,KZN,White,100,1,76,57,1,0.27652293
13670,KZN,Blue,133,0,86,67,0,0.032854209
13671,WC,Black,137,0,18,0,1,0.443531828
13672,FS,Black,154,0,74,55,3,0.273785079
13673,WC,Red,152,0,36,18,4,0.194387406
13674,KZN,Red,68,1,47,28,1,0.090349076
13675,MP,White,50,1,79,61,2,0.106776181
13677,MP,Red,74,1,60,42,3,0.1724846
13678,KZN,Green,129,0,30,11,0,0.41615332
13679,GP,Silver,76,1,65,47,1,0.093086927
13680,FS,Black,211,0,53,35,0,0.030116359
13681,EC,Red,132,0,82,63,1,0.320328542
13682,GP,White,102,0,50,31,1,0.188911704
13683,WC,White,143,0,84,65,1,0.052019165
13684,FS,White,139,1,34,16,3,0.17522245
13685,WC,Green,151,1,72,54,3,0.150581793
13686,WC,Yellow,107,1,59,41,3,0.052019165
13687,WC,Green,94,1,48,30,1,0.268309377
13688,FS,White,179,0,26,8,2,0.407939767
13689,WC,White,200,0,23,4,1,0.005475702
13690,EC,Blue,93,0,66,48,3,0.405201916
13691,FS,White,98,0,67,49,1,0.161533196
13692,GP,White,79,1,43,25,1,0.273785079
13693,WC,Silver,138,0,40,21,0,0.13963039
13694,FS,Green,55,1,27,8,0,0.391512663
13695,KZN,Red,151,1,23,5,3,0.156057495
13696,WC,White,157,1,24,6,1,0.032854209
13697,GP,Silver,154,0,48,28,1,0.156057495
13698,WC,Black,98,1,82,63,0,0.399726215
13699,KZN,Blue,126,0,63,45,0,0.043805613
13700,WC,White,112,1,32,14,0,0.468172485
13701,EC,White,195,1,35,16,0,0.06844627
13702,EC,Green,139,1,43,25,0,0.027378508
13703,EC,Blue,146,1,20,1,1,0.465434634
13704,FS,Green,124,1,44,25,2,0.440793977
13705,NW,White,111,0,63,44,3,0.405201916
13706,FS,Blue,133,0,26,8,1,0.268309377
13707,MP,Red,92,1,21,1,4,0.120465435
13708,EC,White,128,0,18,0,1,0.402464066
13709,GP,Silver,158,0,32,13,0,0.145106092
13710,WC,Black,45,0,81,63,1,0.062970568
13711,FS,White,208,0,27,8,0,0.205338809
13712,GP,White,136,0,62,43,3,0.120465435
13713,GP,White,136,1,18,0,2,0.153319644
13714,NW,Green,238,0,84,66,1,0.240930869
13715,EC,Blue,52,0,52,33,1,0.459958932
13716,EC,Blue,113,0,21,3,1,0.197125257
13717,KZN,Red,123,1,83,65,1,0.032854209
13718,KZN,White,47,1,78,59,2,0.082135524
13719,WC,Silver,172,0,57,39,1,0.128678987
13720,FS,Red,149,1,39,20,2,0.002737851
13721,FS,Red,92,0,64,46,0,0.10403833
13722,WC,Red,161,0,19,0,0,0.306639288
13723,NW,Black,138,1,69,49,2,0.386036961
13724,WC,Green,58,0,69,51,1,0.019164956
13725,NW,Yellow,56,0,29,11,2,0.377823409
13726,KZN,White,130,1,40,21,3,0.049281314
13727,GP,Yellow,248,1,59,41,5,0.309377139
13728,GP,Blue,66,1,23,4,1,0.219028063
13729,EC,Green,238,1,25,6,1,0.224503765
13730,GP,Silver,80,1,84,66,1,0.142368241
13731,MP,White,116,0,36,18,1,0.016427105
13732,EC,Silver,117,1,86,67,0,0.350444901
13733,WC,Silver,90,1,20,2,1,0.405201916
13734,WC,Silver,152,0,47,28,2,0.358658453
13737,FS,Silver,107,0,46,27,1,0.298425736
13738,GP,White,57,0,50,32,1,0.303901437
13739,FS,Red,218,1,24,6,1,0.109514031
13740,NW,White,84,0,55,37,1,0.257357974
13741,FS,Silver,88,1,36,18,1,0.057494867
13742,KZN,Red,215,1,29,9,1,0.043805613
13743,KZN,White,128,0,36,17,0,0.134154689
13745,EC,White,184,0,45,27,1,0.292950034
13746,WC,White,186,0,22,3,3,0.413415469
13747,KZN,White,106,0,43,25,1,0.399726215
13748,FS,White,124,0,26,8,1,0.432580424
13749,EC,Red,104,1,54,35,2,0.188911704
13750,EC,Silver,116,0,80,61,1,0.186173854
13751,LIM,Black,180,1,32,14,2,0.06844627
13752,WC,Silver,80,1,37,19,1,0.355920602
13753,EC,Blue,96,1,46,27,1,0.03559206
13754,GP,White,211,0,32,13,0,0.032854209
13755,EC,Blue,110,1,58,40,1,0.265571526
13756,FS,Yellow,54,0,20,1,1,0.396988364
13757,KZN,White,117,1,69,51,0,0.334017796
13758,WC,Red,62,1,27,8,1,0.429842574
13759,KZN,Silver,167,0,49,31,2,0.309377139
13760,WC,Black,164,0,44,26,1,0.402464066
13761,EC,Black,232,1,70,52,1,0.260095825
13762,WC,Black,67,0,36,18,1,0.257357974
13763,MP,Green,144,0,80,62,2,0.052019165
13764,GP,Blue,132,0,24,5,0,0.216290212
13766,WC,Black,45,1,23,5,0,0.440793977
13767,NW,White,114,1,24,6,2,0.052019165
13768,GP,White,49,0,71,53,0,0.142368241
13769,EC,White,75,1,32,13,1,0.10403833
13770,WC,Black,141,1,23,3,4,0.271047228
13771,GP,Black,228,1,61,43,0,0.457221081
13773,MP,Yellow,167,0,49,30,1,0.284736482
13774,GP,Blue,71,0,36,17,1,0.090349076
13775,WC,White,113,0,49,30,0,0.145106092
13776,NW,Red,169,1,37,18,0,0.353182752
13777,WC,Black,141,0,74,56,2,0.232717317
13778,GP,Black,73,1,82,63,0,0.353182752
13779,NW,Red,169,0,70,52,2,0.186173854
13780,WC,Silver,105,0,21,3,1,0.246406571
13781,WC,Red,212,1,35,17,1,0.443531828
13782,FS,White,212,0,42,24,0,0.046543463
13783,WC,Green,104,1,18,0,0,0.024640657
13784,GP,White,127,0,45,25,1,0.249144422
13785,KZN,White,87,0,86,68,0,0.473648186
13786,WC,White,144,1,48,30,1,0.147843943
13787,KZN,White,169,0,26,8,3,0.052019165
13788,FS,Black,42,1,59,41,1,0.377823409
13789,GP,White,42,1,32,14,0,0.41615332
13790,WC,Red,115,0,59,40,1,0.492813142
13791,WC,Red,53,1,32,14,2,0.005475702
13793,FS,White,109,1,28,9,1,0.016427105
13794,MP,Black,102,1,58,39,3,0.227241615
13795,GP,Black,109,0,24,6,1,0.177960301
13796,EC,Red,68,1,22,4,2,0.238193018
13797,WC,Silver,216,1,43,25,0,0.049281314
13798,WC,Green,195,1,47,29,2,0.249144422
13799,MP,Green,137,1,42,24,0,0.301163587
13800,GP,Green,70,1,61,42,1,0.161533196
13801,NW,Silver,141,0,51,32,0,0.490075291
13802,KZN,Green,180,0,33,14,1,0
13803,EC,Red,162,1,46,28,1,0.186173854
13804,WC,White,167,1,79,61,0,0.249144422
13805,FS,Silver,182,0,35,17,1,0.353182752
13806,WC,Silver,110,1,21,3,0,0.169746749
13807,KZN,White,142,0,71,53,1,0.084873374
13808,NW,Black,73,0,28,10,1,0.216290212
13809,WC,Green,52,0,27,9,0,0.131416838
13810,WC,White,96,1,83,65,1,0.087611225
13811,WC,Black,129,0,30,11,1,0.120465435
13812,WC,Blue,62,1,70,51,2,0.396988364
13813,WC,White,110,1,41,23,1,0.454483231
13814,FS,White,87,1,55,36,1,0.325804244
13815,GP,White,55,0,25,6,0,0.273785079
13816,MP,White,42,1,71,53,0,0.465434634
13817,KZN,Blue,102,0,67,49,0,0.375085558
13818,GP,Silver,237,0,47,29,1,0.186173854
13819,FS,Black,112,0,24,5,1,0.008213552
13820,EC,White,133,1,34,16,1,0.443531828
13821,WC,White,80,0,62,43,4,0.016427105
13823,EC,Red,224,0,41,21,0,0.082135524
13824,WC,Black,78,1,67,49,0,0.336755647
13825,EC,Red,230,1,33,14,1,0.098562628
13826,GP,Black,97,0,29,11,3,0.227241615
13827,FS,Black,233,0,24,6,0,0.095824778
13828,MP,Green,79,0,20,1,0,0.005475702
13829,GP,White,237,0,49,31,3,0.167008898
13830,NW,Red,55,1,68,49,0,0.249144422
13831,EC,Red,75,1,23,4,0,0.336755647
13832,KZN,Yellow,125,1,41,21,1,0.013689254
13833,NW,White,171,0,25,5,1,0.454483231
13834,FS,White,188,0,76,56,1,0.273785079
13835,NW,White,102,1,20,2,2,0.325804244
13836,WC,White,130,1,27,8,2,0.492813142
13837,KZN,Red,75,0,68,49,1,0.060232717
13838,KZN,Silver,99,1,48,30,2,0.180698152
13839,GP,White,149,0,57,39,3,0.260095825
13840,WC,Red,148,0,35,16,2,0.48733744
13842,WC,Silver,107,0,55,37,1,0.438056126
13843,GP,Green,133,1,47,28,2,0.268309377
13844,GP,White,54,0,68,49,0,0.005475702
13845,EC,Green,90,0,85,66,1,0.046543463
13846,EC,White,102,0,20,2,1,0.396988364
13847,GP,White,84,1,44,26,3,0.306639288
13848,NW,Black,194,1,72,54,1,0.331279945
13849,NW,White,78,0,25,7,1,0.041067762
13850,KZN,Green,154,1,72,54,1,0.229979466
13851,EC,White,244,0,81,63,0,0.057494867
13852,MP,Green,176,0,66,48,0,0.251882272
13853,WC,White,173,0,68,49,2,0.344969199
13854,EC,White,120,0,29,10,0,0.183436003
13855,GP,White,191,1,37,18,2,0.161533196
13856,MP,White,200,1,20,2,2,0.191649555
13857,WC,White,149,0,27,9,2,0.309377139
13858,FS,Blue,45,1,26,8,1,0.076659822
13859,MP,Yellow,67,1,26,8,1,0.095824778
13860,WC,Red,101,1,60,42,2,0.221765914
13861,EC,Green,138,1,75,56,0,0.421629021
13863,EC,Red,64,1,32,14,0,0.254620123
13864,EC,Green,173,0,44,25,2,0.372347707
13865,EC,White,63,1,36,16,0,0.394250513
13866,WC,White,129,0,23,4,1,0.328542094
13867,KZN,Black,75,0,72,53,1,0.087611225
13868,EC,White,112,1,24,6,1,0.391512663
13869,NW,Silver,127,1,30,11,1,0.465434634
13870,WC,White,184,1,85,65,0,0.057494867
13872,GP,Green,139,1,43,24,1,0.48733744
13873,NC,Black,120,1,49,31,0,0.301163587
13874,WC,Green,129,1,20,2,0,0.227241615
13875,KZN,Blue,54,0,65,47,1,0.098562628
13876,KZN,Silver,73,0,31,13,0,0.427104723
13877,EC,Green,110,0,86,67,0,0.268309377
13878,FS,Black,138,0,26,8,0,0.098562628
13879,WC,White,152,1,43,25,0,0.292950034
13880,KZN,White,80,1,61,43,0,0.079397673
13881,FS,White,256,1,19,1,2,0.254620123
13882,WC,Yellow,158,1,45,27,1,0.021902806
13883,KZN,Yellow,80,0,59,40,1,0.334017796
13884,MP,Black,99,1,33,15,0,0.010951403
13885,GP,Green,57,1,72,54,0,0.254620123
13886,KZN,White,149,1,22,3,0,0.032854209
13887,WC,Black,283,0,37,19,1,0.131416838
13888,EC,Red,194,0,75,57,1,0.027378508
13889,WC,White,113,0,28,10,5,0.246406571
13890,WC,Blue,148,1,68,49,1,0.03559206
13891,WC,Red,259,1,73,55,2,0.432580424
13892,MP,White,247,0,22,3,0,0.476386037
13893,WC,Black,149,0,72,53,1,0.303901437
13894,GP,Blue,125,1,30,12,1,0.355920602
13895,GP,Blue,158,0,77,59,1,0.246406571
13896,WC,Black,117,1,38,20,0,0.468172485
13897,MP,White,131,0,54,34,2,0.353182752
13898,GP,Silver,99,0,31,12,2,0.202600958
13899,FS,Green,76,0,30,12,0,0.232717317
13900,KZN,White,105,1,21,3,4,0.366872005
13901,GP,White,75,1,47,29,1,0.41615332
13902,GP,Red,197,0,83,64,0,0.484599589
13903,GP,Silver,105,0,76,57,1,0.136892539
13904,KZN,White,55,1,33,15,1,0.48733744
13905,FS,Yellow,86,0,21,2,2,0.167008898
13906,NW,White,47,1,24,5,1,0.470910335
13907,KZN,Black,118,0,24,5,1,0.454483231
13908,WC,Yellow,176,0,85,67,0,0.03559206
13909,GP,Green,136,1,23,5,5,0.284736482
13910,NW,Blue,171,0,79,60,1,0.344969199
13911,WC,White,128,1,29,11,1,0.156057495
13912,EC,White,164,1,68,49,1,0.1724846
13913,GP,White,173,1,76,58,0,0.320328542
13914,MP,Red,126,0,48,30,1,0.369609856
13915,WC,Silver,139,1,25,5,2,0.057494867
13917,EC,Green,115,0,34,15,4,0.350444901
13918,NW,Green,64,1,67,49,1,0.1724846
13919,WC,White,54,1,63,44,0,0.057494867
13920,MP,Yellow,190,1,37,19,1,0.008213552
13921,FS,Blue,163,1,20,2,2,0.432580424
13922,EC,Red,150,0,30,12,3,0.082135524
13923,NW,Black,104,1,27,9,2,0.076659822
13924,NW,White,75,0,25,6,0,0.292950034
13925,FS,Silver,78,0,70,52,2,0.024640657
13926,KZN,Black,54,1,32,14,1,0.31211499
13927,FS,Red,189,1,22,3,1,0.290212183
13928,EC,Silver,57,1,45,27,1,0.34770705
13929,FS,White,115,0,79,61,0,0.084873374
13930,WC,Black,142,0,34,16,1,0.290212183
13931,EC,Blue,158,1,27,9,1,0.238193018
13932,FS,Green,100,0,24,5,5,0.013689254
13933,EC,Black,82,0,23,4,1,0.030116359
13935,WC,White,61,0,45,27,1,0.262833676
13936,GP,Green,112,1,23,4,1,0.073921971
13937,GP,White,135,1,45,27,2,0.394250513
13938,GP,White,261,0,35,16,2,0.060232717
13939,GP,Silver,141,0,18,0,1,0.465434634
13940,WC,Blue,173,1,50,32,1,0.07118412
13941,MP,White,266,1,68,50,1,0.470910335
13942,WC,Red,90,1,24,6,2,0.440793977
13943,WC,White,205,0,35,17,0,0.03559206
13944,KZN,Red,148,0,82,63,1,0.240930869
13945,WC,White,186,1,61,42,2,0.112251882
13946,WC,Yellow,70,1,27,9,1,0.292950034
13947,GP,Blue,58,1,19,0,1,0.030116359
13948,EC,White,53,1,26,7,2,0.325804244
13949,EC,White,96,0,56,37,3,0.320328542
13950,WC,White,149,1,18,0,0,0.41615332
13951,WC,Silver,148,1,59,41,0,0.364134155
13952,WC,White,86,1,49,30,2,0.238193018
13953,GP,Silver,165,0,43,25,1,0.246406571
13954,WC,Yellow,129,1,20,1,1,0.010951403
13955,WC,White,186,0,38,20,2,0.216290212
13956,FS,White,122,1,30,12,5,0.005475702
13957,WC,Green,172,0,84,66,1,0.079397673
13958,WC,Black,233,0,22,3,1,0.095824778
13959,WC,White,282,0,40,22,3,0.265571526
13960,GP,White,175,1,80,62,1,0.20807666
13961,WC,Black,173,1,21,2,0,0.273785079
13962,FS,White,189,0,86,67,1,0.284736482
13963,KZN,Silver,266,1,82,63,4,0.232717317
13964,FS,White,204,0,80,62,0,0.123203285
13965,EC,Red,45,1,23,5,2,0.292950034
13966,GP,Red,151,0,53,35,1,0.164271047
13967,WC,Black,158,0,54,34,2,0.432580424
13968,WC,White,74,1,86,67,0,0.399726215
13969,MP,White,93,1,81,63,0,0.17522245
13970,EC,Silver,116,0,35,17,0,0.084873374
13971,GP,Silver,88,1,77,59,1,0.492813142
13972,EC,Green,109,0,76,57,0,0.06844627
13973,FS,Black,101,0,60,41,1,0.076659822
13974,NW,White,153,0,19,1,0,0.125941136
13975,EC,Red,118,0,85,65,2,0.032854209
13976,NW,Yellow,43,0,27,9,1,0.082135524
13977,WC,Red,121,0,26,7,1,0.287474333
13978,WC,Red,148,0,37,19,2,0.098562628
13979,WC,White,173,1,67,49,5,0.48733744
13980,FS,White,78,1,61,40,1,0.087611225
13981,EC,White,187,1,38,20,1,0.117727584
13982,NW,White,74,1,72,53,1,0.290212183
13983,GP,Red,190,0,19,0,4,0.287474333
13985,WC,Black,154,1,75,57,0,0.407939767
13986,EC,White,116,1,40,22,0,0.002737851
13987,WC,White,114,1,26,7,1,0.457221081
13988,GP,Blue,194,1,49,31,1,0.021902806
13989,WC,White,85,0,86,68,1,0.254620123
13990,WC,Silver,113,1,58,39,0,0.123203285
13991,WC,Silver,142,1,57,39,1,0.476386037
13992,KZN,White,89,0,27,9,0,0.188911704
13993,WC,Black,149,1,32,13,1,0.156057495
13994,WC,Yellow,75,1,52,34,0,0.07118412
13995,GP,Silver,123,1,41,23,0,0.459958932
13996,EC,Silver,203,1,21,3,3,0.197125257
13997,KZN,White,81,1,18,0,0,0.27926078
13998,WC,Black,123,0,44,25,1,0.010951403
13999,MP,Silver,150,0,27,9,1,0.060232717
14000,GP,Silver,61,0,25,6,1,0.235455168
14001,KZN,Red,201,1,81,62,0,0.306639288
14002,FS,Red,111,1,67,49,0,0.054757016
14003,FS,White,195,0,69,51,1,0.07118412
14004,MP,White,55,0,78,59,0,0.169746749
14005,GP,Black,266,1,44,24,0,0.131416838
14006,KZN,Silver,174,1,76,58,0,0.06844627
14007,WC,Red,103,1,52,33,0,0.481861739
14008,WC,White,132,1,53,35,2,0.254620123
14009,WC,White,40,0,22,3,1,0.281998631
14010,FS,White,95,1,50,31,1,0.057494867
14011,FS,White,91,1,86,68,1,0.134154689
14013,GP,Red,204,0,59,41,1,0.027378508
14014,WC,Red,49,0,67,48,3,0.156057495
14015,WC,Red,153,1,75,55,1,0.446269678
14016,FS,Black,147,1,53,35,1,0.150581793
14017,MP,Black,121,0,31,13,0,0.27652293
14018,WC,Black,87,0,61,43,0,0.002737851
